VALUE,YEAR,AREA,FLOORS ,ROOMS,REMODEL
Low,1929,3,2,6,1
High,1930,4,2,7,0
High,1920,3,2,7,0
Low,1927,4,1.5,5,0
High,1907,4,2,8,2
Low,1930,3,2,6,0
High,1919,3,2,7,0
High,1895,4,2,6,0
High,1896,5,2,8,0
High,1904,4,2,7,2
Low,1930,3,2,6,0
High,1950,5,1.5,9,1
Low,1950,3,1,6,0
High,1920,4,2,7,2
Low,1958,3,1,5,0
Low,1940,2,2,7,0
High,1930,4,2,7,0
High,1920,3,2,8,0
Low,1910,3,2,7,0
High,1930,4,2,6,1
Low,1925,2,2,5,0
High,1920,3,2,6,0
High,1938,4,2,8,2
Low,1927,3,2,6,2
High,1895,4,2,8,2
Low,1910,3,2,6,0
Low,1938,3,2,6,0
Low,1927,3,2,9,0
Low,1927,2,2,5,2
Low,1920,3,2,7,0
Low,1929,3,2,7,0
Low,1923,3,2,6,0
Low,1920,4,1.5,7,0
High,1880,6,2.5,12,1
High,1920,4,2,7,0
High,1925,3,2,8,2
Low,1950,4,1,5,0
Low,1924,3,2,7,0
High,1950,6,1,5,0
High,1925,3,2,5,2
High,1930,4,2,8,0
High,1928,3,2,8,0
High,1954,4,2,7,1
High,1940,4,2,7,0
Low,1925,3,2,7,0
High,1920,4,2,8,2
High,1933,4,2,7,0
Low,1950,3,1,5,1
High,1950,3,2,7,0
High,1935,3,2,7,2
High,1938,4,2,7,0
Low,1920,3,2,7,0
Low,1950,3,1,6,0
High,1925,3,2,7,0
Low,1925,3,2,7,0
High,1930,3,2,7,2
Low,1925,2,2,6,0
High,1910,4,2,8,2
Low,1920,3,2,7,0
Low,1925,3,2,7,0
Low,1928,3,2,7,0
High,1930,4,2,8,0
High,1950,3,1,5,0
High,1910,5,2,9,2
High,1914,5,2,8,2
High,1940,4,2,7,0
High,1950,3,2,7,0
High,1920,3,2,10,2
Low,1920,3,2,6,0
Low,1954,3,1,6,0
Low,1940,3,2,6,0
High,1909,4,1,7,2
Low,1940,3,2,6,1
Low,1929,3,2,6,0
High,1920,5,2,9,0
High,1928,3,2,6,2
Low,1925,4,2,8,0
High,1920,4,2,8,0
Low,1920,3,2,7,1
High,1938,4,2,7,0
High,1945,3,2,7,1
High,1928,4,2,9,0
Low,1925,4,2,8,2
High,1995,4,2,7,0
High,1920,4,2,10,0
High,1955,4,2,7,0
Low,1928,3,2,7,0
Low,1920,3,2,6,0
High,1935,3,2,6,0
High,1959,4,1,7,0
High,1949,3,2,7,0
High,1914,5,2.5,10,2
High,1950,4,2,8,2
Low,1945,3,1.5,7,0
High,1995,4,2,7,0
Low,1930,3,2,7,2
Low,1929,3,2,7,0
Low,1935,3,2,6,0
Low,1928,3,2,7,0
High,1920,4,2,8,2
High,1920,4,2,8,0
Low,1940,3,2,7,0
Low,1935,3,2,7,0
Low,1920,3,2,8,0
High,1920,3,2,7,0
Low,1920,3,2,7,1
Low,1945,3,1.5,5,0
Low,1928,3,2,8,0
Low,1925,4,2,8,2
Low,1920,3,2,6,0
Low,1960,3,1,5,0
Low,1959,4,1,5,0
Low,1920,3,2,8,0
High,1927,5,2,7,1
Low,1955,3,1,6,0
High,1955,5,1,7,0
Low,1925,3,2,6,0
High,1925,4,2,9,2
High,1920,4,2,7,0
High,1925,3,2,8,0
Low,1930,3,2,6,0
High,1920,2,2,7,2
Low,1940,3,2,7,0
Low,1950,3,2,6,0
Low,1900,3,2,6,0
High,1941,3,2,7,0
Low,1938,3,2,8,0
High,1929,3,2,7,1
Low,1925,3,1.5,8,0
Low,1962,3,1,6,2
High,1995,3,2,10,0
Low,1914,3,2,6,0
Low,1927,3,2,9,0
Low,1920,3,1.5,6,0
High,1920,4,2,10,0
Low,1928,3,2,6,0
Low,1940,3,2,7,0
Low,1954,3,2,7,1
Low,1936,3,2,7,2
High,1925,3,2,8,2
High,1935,3,2,8,0
Low,1910,3,2,6,0
Low,1965,3,1,6,0
Low,1920,3,2,8,0
High,1910,4,2,8,0
High,1955,5,1,9,0
Low,1909,3,2,6,0
High,1916,3,2,6,0
High,1995,4,2,8,0
Low,1929,3,2,7,0
Low,1930,3,2,9,0
High,1915,5,2,10,0
Low,1955,3,1,5,0
High,1920,3,2,7,0
Low,1950,3,1,5,0
High,1950,4,1,7,0
Low,1940,3,2,7,0
Low,1925,3,1,5,0
High,1998,5,2,9,0
High,1954,3,1,5,0
High,1928,3,2,7,0
Low,1928,3,2,7,1
High,1926,4,2,6,0
High,1996,4,2,11,0
High,1930,3,2,7,2
High,1938,4,2,7,2
High,1956,4,1.5,6,0
High,1936,3,2,7,0
Low,1950,4,1,7,0
High,1920,3,2.5,8,2
High,1900,4,2,8,2
Low,1950,3,1,6,0
High,1910,4,2,7,0
Low,1920,4,2,10,0
High,1925,3,2,6,0
Low,1928,3,2,6,0
Low,1930,3,2,6,0
Low,1914,2,2,5,1
High,1916,3,2,6,0
Low,1920,3,2,8,0
High,1930,3,2,6,0
Low,1930,3,2,6,0
High,1930,4,2,8,0
Low,1924,3,2,7,0
High,1920,4,2,6,2
High,1929,3,2,6,0
High,1935,4,2,7,1
Low,1925,2,2,6,2
Low,1936,3,2,6,0
Low,1920,3,2,7,0
Low,1950,3,2,7,0
Low,1928,3,2,7,0
Low,1950,3,1,6,0
Low,1930,3,2,6,0
High,2005,5,2,9,0
Low,1945,3,1,5,0
High,1933,3,1,7,2
High,1936,3,2,7,0
Low,1931,3,2,7,0
Low,1940,4,1,6,0
High,2004,5,2,9,0
Low,1956,4,1,7,0
Low,1939,4,1,7,2
Low,1925,3,2,7,0
Low,1930,3,2,6,0
Low,1934,3,2,6,2
High,1930,4,2,8,2
High,1929,4,2,9,0
Low,1925,3,1,6,0
High,1925,3,2,7,0
Low,1920,3,2,8,0
Low,1950,3,2,6,0
Low,1930,4,1,6,2
Low,1929,3,2,7,0
Low,1950,3,2,7,2
Low,1845,2,1.5,7,0
Low,1910,2,1,5,1
High,2004,5,2,8,0
Low,1944,3,2,6,0
High,1920,4,2,11,0
Low,1950,2,1,4,0
High,1935,4,2,8,0
Low,1934,4,1,7,0
High,2004,5,2,7,0
Low,1920,3,2,6,0
High,1955,3,2,6,2
High,2004,5,2,7,0
High,1910,3,2,7,2
High,1960,5,1.5,10,0
Low,1936,3,2,7,0
High,1930,4,2,8,0
Low,1935,3,1,7,0
High,1920,4,2,9,0
Low,1920,3,2,8,1
Low,1954,3,1,6,0
High,1925,6,2,8,2
Low,1925,3,2,7,2
Low,1930,3,2,6,0
High,1930,3,2,7,0
Low,1957,3,1,7,0
Low,1934,3,2,7,2
High,1930,4,2.5,8,0
Low,1950,3,2,7,0
Low,1950,3,2,6,0
Low,1940,3,1,6,0
Low,1928,3,2,7,0
High,1955,4,2,8,1
Low,1930,3,2,8,0
High,1995,4,2,7,2
High,1920,3,2,6,2
Low,1926,3,1.5,7,0
High,1925,4,1,5,0
Low,1925,3,1,6,0
Low,1952,4,1,6,0
Low,1968,3,2,7,0
High,1920,4,1,7,2
High,1929,3,2,7,0
High,1952,4,2,6,0
Low,1922,3,2,10,0
Low,1927,2,1,5,0
Low,1933,3,1.5,6,0
High,1910,3,2,7,0
Low,1940,3,2,7,0
Low,1933,3,2,7,0
Low,1919,3,2,6,0
High,1909,4,2,7,2
High,1947,4,2,7,0
Low,1920,3,2,7,0
Low,1925,4,1,6,0
Low,1960,3,2,7,0
Low,1925,3,2,7,0
Low,1930,3,2,7,0
Low,1945,2,1,4,0
Low,1920,2,2,6,0
Low,1925,3,1,6,0
Low,1953,3,1.5,7,0
High,1920,4,1,11,0
Low,1924,3,2,7,0
High,1930,3,2,8,1
High,1924,3,2,7,0
High,1920,4,2,12,0
High,1989,5,2,8,0
High,1950,4,2,10,2
Low,1930,3,2,7,0
High,1947,3,2,6,0
High,1935,5,2,7,2
High,1936,4,2,11,1
Low,1933,3,2,7,0
High,1910,3,2,9,0
High,1930,4,2,7,0
Low,1935,3,2,6,0
Low,1930,3,1.5,6,0
Low,1972,3,2,6,0
High,1924,4,1.5,8,1
High,1923,3,2,6,0
Low,1949,4,1.5,8,0
High,1920,3,2,7,1
Low,1939,2,2,6,0
Low,1920,3,2,6,0
Low,1953,3,2,6,0
High,1935,3,2,6,1
High,1934,3,2,9,0
High,1989,5,2,8,0
High,1935,3,2,7,0
High,1928,4,2,9,0
High,1930,4,2.5,10,1
Low,1935,4,1.5,5,0
Low,1930,3,2,9,0
Low,1950,3,1,5,0
Low,1887,4,2,6,0
Low,1960,3,1.5,6,0
Low,1930,3,2,7,0
High,1920,3,2,7,1
Low,1945,4,1,6,0
Low,1926,3,2,8,0
Low,1930,3,2,7,0
High,1970,5,2,9,0
Low,1947,3,2,9,2
High,1930,3,2,7,2
High,1936,4,2,6,0
Low,1962,3,2,7,0
High,1955,4,2.5,8,0
High,1923,3,2,6,0
Low,1938,3,1.5,6,0
Low,1935,3,2,6,0
Low,1940,3,2,7,0
Low,1930,3,1,8,0
High,1987,4,2,7,0
Low,1925,3,2,8,0
High,1939,3,2,6,0
Low,1938,3,1.5,6,0
Low,1960,3,1,6,0
High,1904,4,2,7,1
High,1937,3,2,7,0
Low,1930,3,2,8,0
Low,1930,3,2,7,0
High,1938,5,1.5,9,0
High,1994,3,2,12,0
Low,1954,3,2,8,0
High,1999,4,2,9,0
Low,1930,2,2,6,0
High,1950,4,2,7,0
High,1920,5,1.5,7,0
High,1930,3,2,6,0
High,1940,5,2.5,8,0
Low,1938,4,1.5,6,2
High,1994,3,2,10,0
Low,1930,3,1.5,6,2
Low,1950,2,1.5,5,0
Low,1939,3,2,8,0
Low,1925,3,2,8,0
Low,1920,3,2,7,1
Low,1955,3,2,6,0
High,1960,4,2,7,2
High,1952,4,1,6,0
High,2004,4,2,8,0
High,1935,3,2,8,0
High,1987,3,2,7,0
High,1930,3,2,6,1
Low,1930,2,2,6,0
High,1955,4,2,10,1
Low,1935,3,2,6,0
High,1940,3,2,7,2
High,1954,5,2,7,0
Low,1940,3,2,6,0
Low,1935,4,1,7,0
Low,1950,4,1,6,0
Low,1925,3,2,6,0
Low,1920,3,2,7,0
High,1999,5,2,7,0
Low,1920,3,2,8,0
High,1935,4,2,10,0
Low,1930,3,2,9,0
Low,1950,3,2,7,0
High,1924,4,2,7,0
High,1930,4,2,6,0
High,1930,3,2,6,0
Low,1955,3,1,5,0
Low,1950,3,1,8,0
High,1930,3,2,7,0
High,1950,3,2,7,0
Low,1930,3,2,6,0
Low,1929,3,2,6,0
Low,1920,3,2,6,2
Low,1937,3,2,7,0
High,1926,3,2,8,0
Low,1925,3,2,6,0
Low,1950,4,1,6,0
Low,1930,3,2,7,2
High,1910,6,2,8,2
Low,1920,4,2,8,0
High,1930,4,2,7,2
Low,1888,4,1,6,0
Low,1920,3,2,7,0
Low,1924,4,2,9,0
Low,1936,3,1.5,7,0
Low,1950,4,1,6,0
Low,1966,3,1,9,0
High,1930,3,2,6,0
High,1960,4,1,6,2
Low,1927,3,2,6,0
High,1920,3,2,8,0
Low,1960,4,1,6,0
High,1925,4,1,7,0
High,1930,4,2,10,0
Low,1950,3,1,5,0
Low,1950,4,1,6,0
High,1953,4,1.5,6,2
Low,1939,4,2,7,0
High,1930,4,2,9,1
Low,1920,4,1.5,7,0
Low,1938,2,1,5,0
High,1924,4,2,7,0
Low,1938,3,1.5,7,0
Low,1955,3,1,6,2
Low,1917,3,2,7,0
Low,1925,2,1,5,0
Low,1924,3,2,7,0
High,1955,4,2,7,1
Low,1943,3,1,5,0
High,1935,4,2,8,2
Low,1950,4,1.5,8,0
Low,1930,2,2,7,0
Low,1933,3,2,7,0
High,1955,4,1,6,0
Low,1960,3,1,7,0
High,1955,3,2,7,0
Low,1950,4,1,7,0
Low,1955,3,1.5,5,0
Low,1940,3,1.5,6,0
Low,1945,3,1.5,6,0
Low,1940,2,2,6,0
Low,1925,3,1,6,2
Low,1945,3,1.5,8,2
Low,1935,3,2,6,2
High,1949,4,1.5,4,2
Low,1945,3,1,6,0
Low,1950,3,1,7,0
Low,1920,3,2,7,0
Low,1926,3,2,9,0
Low,1920,4,1,7,0
Low,1925,2,1,5,0
High,1999,5,2,8,0
Low,1958,2,2,6,0
Low,1955,3,1,5,0
High,1925,4,1.5,10,0
High,1950,5,2,12,2
High,1948,5,1,7,1
Low,1935,3,2,6,0
Low,1950,3,1,6,2
High,1897,4,2,8,0
High,1987,3,2,7,0
Low,1930,3,2,7,0
High,1940,4,2.5,8,0
Low,1938,3,2,10,0
Low,1924,2,2,7,0
Low,1955,3,2,7,0
Low,1924,3,2,6,0
Low,1933,3,2.5,7,1
Low,1925,4,1.5,8,0
High,1910,4,2,9,0
High,1948,3,2,6,0
Low,1950,3,2,6,0
High,1955,3,2,7,2
Low,1956,3,1,7,0
Low,1920,3,2,7,0
High,1925,4,2,8,2
High,1960,4,1.5,7,2
High,1920,4,2,8,2
High,1930,5,2,8,2
Low,1928,3,2,6,0
Low,1955,3,2,8,0
High,1890,3,2,7,0
High,1935,4,2,9,0
High,1955,3,1,6,0
Low,1946,3,1,6,0
Low,1949,3,2,7,0
High,1947,3,2,7,0
Low,1935,3,2,7,0
High,1940,4,1.5,7,2
High,2002,4,2,8,0
Low,1962,3,1.5,6,0
Low,1960,3,1,5,0
Low,1953,3,2,7,0
High,1951,3,2,7,0
Low,1938,3,1.5,6,0
Low,1945,3,1,7,0
High,1904,4,2,8,0
Low,1935,3,2,7,1
High,1955,4,1.5,7,0
Low,1950,3,1,6,0
Low,1945,3,1,7,0
High,1888,5,2,8,2
High,1950,3,2,7,1
High,1925,3,2,8,0
Low,1938,3,2,6,0
Low,1910,2,1.5,5,0
High,1935,3,2,6,0
Low,1953,4,1,6,0
Low,1956,3,1,5,0
Low,1950,4,1,7,0
Low,1910,3,1,5,0
Low,1928,3,2,7,0
Low,1935,3,1,6,0
High,1950,3,2,7,0
High,1884,4,2,8,0
Low,1928,3,1,6,0
Low,1948,3,2,7,0
Low,1946,3,1,7,0
Low,1940,3,1,7,0
High,1960,3,2,9,0
High,1960,3,1,9,0
Low,1935,3,2,9,1
Low,1940,3,2,7,1
High,1945,3,2,7,0
High,1900,3,2,8,2
Low,1925,4,1.5,7,0
High,1960,4,1,6,0
High,1955,3,2,7,0
Low,1940,3,2,7,2
Low,1940,4,1,6,0
Low,1953,4,1,8,1
High,2002,3,2,8,0
High,1938,3,2,8,0
Low,1940,3,2,7,2
High,1947,4,2,9,2
Low,1945,3,1,7,0
High,1955,3,2,7,0
High,1955,3,1,8,0
Low,1954,3,2,7,0
High,1950,3,2,7,0
High,1935,4,2,5,0
High,1945,3,2,8,2
Low,1934,3,2,7,0
High,1947,4,2,7,0
High,1900,3,2,7,2
Low,1927,3,2,6,0
High,1953,4,2,7,0
High,1955,3,2,6,0
Low,1950,3,1,6,0
High,1950,3,2,7,1
Low,1948,3,2,6,0
Low,1945,3,1,7,0
High,1950,5,1.5,8,0
High,1930,4,2,7,0
Low,1949,3,2,8,0
Low,1935,3,2,9,0
Low,1950,3,1,7,0
Low,1944,3,1,6,0
Low,1925,4,2,7,0
High,1950,4,2,7,0
High,1955,5,1.5,7,2
Low,1953,3,2,6,0
Low,1914,3,1.5,6,0
Low,1940,3,1,7,0
Low,1963,3,1,6,2
Low,1920,3,2,6,0
High,1953,3,2,8,0
Low,1955,3,2,7,0
High,1934,3,2,7,2
Low,1954,3,1,5,0
Low,1950,3,2,6,0
Low,1935,3,2,7,0
Low,1920,3,2,6,0
High,1928,3,2,7,0
High,1928,4,1.5,8,0
High,1964,3,1,5,0
High,1930,3,2,6,1
High,1920,4,2,8,2
High,1955,3,2,6,0
Low,1938,3,2,6,0
High,1940,3,1,6,2
High,1950,4,2,8,0
High,1968,3,1,8,0
High,1953,4,1,6,1
High,1960,4,1,8,0
High,1950,4,2,7,0
Low,1950,3,2,6,0
Low,1910,3,2,8,0
Low,1940,3,1,6,1
High,1930,3,2,7,2
High,1953,4,1,6,0
Low,1940,4,1.5,7,0
Low,1920,3,2,7,0
Low,1955,2,2,6,0
Low,1938,3,2,6,1
High,1934,4,2,7,0
High,1950,4,2,8,0
High,1940,3,2,6,0
Low,1925,3,2.5,6,0
High,1984,4,2,7,0
High,1928,4,2,8,1
Low,1938,3,1,7,0
High,1941,3,2,7,0
High,1955,3,2,7,1
High,1935,3,2.5,8,2
Low,1955,3,2,6,0
Low,1954,3,1,5,0
Low,1938,4,1,7,0
High,1930,4,2,8,0
High,1920,3,2,7,0
High,1920,3,2,7,2
High,1928,4,2,7,0
High,1951,3,2,8,2
High,1955,4,1,7,0
High,1953,3,2,8,0
High,1996,5,2,9,0
Low,1955,3,2,6,0
High,1935,4,2,8,2
High,1955,4,2,8,2
High,1955,5,2,9,2
Low,1910,3,2,7,0
Low,1955,3,1,5,0
Low,1925,3,2,6,0
Low,1932,3,1.5,6,1
Low,1950,2,1,5,0
Low,1950,3,2,6,0
High,1953,6,2,9,2
Low,1957,3,2,7,0
High,1927,3,2,7,0
High,1952,6,1.5,9,0
Low,1920,3,2,6,0
High,1958,3,1,6,2
Low,1960,3,2,6,0
High,1954,3,1,6,2
High,1951,3,2,6,0
High,1950,4,1,8,2
Low,1925,4,2,7,0
Low,1914,3,2,7,0
Low,1927,3,2,7,2
Low,1940,3,1.5,6,0
Low,1950,3,1,5,0
Low,1920,3,2,6,0
High,1955,4,2,8,2
High,1930,3,2,7,0
Low,1957,3,2,6,0
Low,1953,3,2,8,0
Low,1880,3,2,8,0
Low,1928,3,2,6,0
Low,1938,2,2,6,0
Low,1940,3,2,6,0
Low,1953,3,2,6,0
Low,1942,3,2,6,1
Low,1940,3,2,9,0
Low,1925,4,2,8,0
High,1920,3,2,7,1
Low,1973,3,2,6,0
Low,1920,3,2,7,0
High,1957,3,2,7,0
Low,1935,3,1.5,5,2
Low,1954,3,1,7,0
High,1945,4,1.5,6,2
Low,1938,3,1.5,6,0
High,1928,3,2,7,2
Low,1938,4,2.5,8,1
High,1949,5,1,13,2
High,1950,3,2,8,1
High,1953,3,2,7,0
Low,1920,3,2,7,0
High,1957,3,2,6,1
Low,1953,3,1,6,0
Low,1925,2,2,6,0
High,1953,3,2,8,1
Low,1925,3,2,7,0
High,1940,3,2,8,0
High,1938,3,2,8,1
High,1954,4,2,9,0
Low,1954,3,2,6,0
Low,1950,3,1.5,5,0
Low,1938,3,2,7,0
High,1920,4,2,8,2
Low,1940,3,1.5,6,0
High,1938,4,2,6,2
Low,1938,3,1,7,0
High,1957,4,2,12,2
High,1989,3,1,7,0
Low,1946,3,2,7,0
High,1989,3,1,7,0
High,1957,3,2,9,2
High,1950,3,2,9,0
Low,1950,2,2,6,0
Low,1938,3,2,7,0
High,1952,3,2,6,0
Low,1950,4,1,5,0
High,1920,4,2,8,0
Low,1953,3,1,6,0
Low,1930,3,2,6,0
Low,1928,3,2,6,0
High,1953,4,2,7,2
Low,1954,3,1,5,2
Low,1953,3,1.5,6,0
Low,1930,3,2,7,0
Low,1948,3,2,6,0
Low,1950,3,1,6,0
Low,1940,3,2,7,0
High,1941,3,2,7,0
Low,1924,3,2,6,0
High,1955,4,1,9,0
Low,1950,3,1,7,0
Low,1920,2,2,6,0
Low,1928,3,2,7,0
High,1953,3,2,6,0
High,1920,3,2,7,0
Low,1937,3,1.5,7,0
Low,1930,3,1.5,5,0
Low,1940,3,1.5,6,2
Low,1953,4,1,6,0
Low,1928,3,2,6,0
Low,1935,2,2,6,2
Low,1950,3,1,5,2
High,2003,5,2.5,7,0
Low,1930,3,2,8,0
Low,1950,3,2,7,0
Low,1953,4,1,6,0
Low,1927,2,2,6,1
Low,1940,3,2,8,0
High,1953,5,1,7,2
Low,1954,3,2,7,1
Low,1950,2,2,6,1
Low,1954,4,2,7,0
Low,1953,4,1,6,0
Low,1920,3,2,6,2
High,1950,4,1,8,1
High,1953,3,1,7,0
High,1920,5,1,9,0
Low,1925,3,2,6,2
Low,1952,3,1,6,0
High,1940,3,2,7,0
Low,1935,3,1.5,6,0
Low,1953,4,1,6,0
Low,1939,3,2,6,0
High,1930,3,2,6,2
Low,1935,3,2,6,1
High,1952,3,1,6,2
Low,1953,3,1,5,0
Low,1952,4,1,7,0
High,1925,3,2,6,0
High,1920,3,1,8,2
High,1939,3,2,6,0
Low,1925,3,2,7,0
High,1928,3,2,7,0
High,1928,4,2,7,0
Low,1953,3,1,7,2
High,1934,5,1.5,8,2
Low,1924,3,2,6,0
High,1920,5,1.5,8,0
High,1953,4,1,7,0
Low,1930,3,2,7,1
Low,1929,3,2,6,0
Low,1953,3,1,6,0
Low,1925,3,2,6,0
High,1930,3,2,7,1
High,1939,3,2,7,1
High,1940,5,1.5,9,0
High,1953,4,1,7,0
High,1920,3,2,6,0
High,1935,4,2,9,0
High,1951,4,1.5,7,2
High,1950,4,2,7,0
Low,1950,3,2,6,0
High,1929,3,2,7,0
Low,1950,3,2,6,0
Low,1940,3,2,7,0
High,1931,4,2,7,1
High,1940,3,2,8,0
High,1950,3,2,7,2
High,1920,3,2,8,0
High,1951,3,2,7,1
High,1935,4,1,6,2
High,1950,3,2,7,0
Low,1950,3,1,6,2
High,1955,4,2,6,2
Low,1952,3,1,6,0
Low,1958,3,1,8,0
High,1935,2,2,6,0
Low,1935,3,2,7,0
Low,1930,3,2,6,0
Low,1955,3,2,8,0
High,1935,3,2,7,1
High,1926,3,2,7,0
Low,1950,2,2,6,0
High,1935,4,1.5,9,0
Low,1930,3,2,6,0
Low,1935,3,2,7,0
Low,1941,3,2,6,0
Low,1928,3,2,7,0
Low,1950,4,1,5,0
High,1932,4,2,10,0
High,1928,4,2,8,2
High,1938,4,2,7,0
High,1950,5,2,7,2
High,1950,3,2,7,0
Low,1950,3,2,7,0
Low,1950,3,2,8,0
Low,1950,3,2,7,0
High,1950,3,2,7,0
High,1938,3,2,9,2
High,1950,3,2,6,0
High,1987,3,2,7,0
Low,1946,3,1,5,0
High,1950,3,2,7,0
